,date,year,month,appraiser,estimator,lawyer,auditor,actuary,all,official,ratio,appraiser_a,estimator_a,lawyer_a,auditor_a,actuary_a,monthly_avg_rate,appraiser_a_usd,estimator_a_usd,lawyer_a_usd,auditor_a_usd,actuary_a_usd,official_usd,index,appraiser_a_usd_real,estimator_a_usd_real,lawyer_a_usd_real,auditor_a_usd_real,actuary_a_usd_real,official_usd_real,oil_price,appraiser_barrels,estimator_barrels,lawyer_barrels,auditor_barrels,actuary_barrels,official_barrels,appraiser_a_usd_real_smoothed,estimator_a_usd_real_smoothed,lawyer_a_usd_real_smoothed,auditor_a_usd_real_smoothed,actuary_a_usd_real_smoothed,official_usd_real_smoothed,appraiser_barrels_smoothed,estimator_barrels_smoothed,lawyer_barrels_smoothed,auditor_barrels_smoothed,actuary_barrels_smoothed,official_barrels_smoothed
0,2017-01,2017,1,28510,43899,32084,34436,60000,33609,34422,1.0241899491207713,29199.65544943319,44960.91457645274,32860.110327590824,35269.00508792288,61451.39694724628,59.629856249999996,489.68180179762203,754.0000497058509,551.0680788802141,591.4655393441919,1030.5474608157601,577.261160175948,0.9409515422585802,520.4112856037532,801.3165565317138,585.6497961175312,628.5823581568167,1095.2184193695261,613.48659760984,53.95,9.076585760845635,13.975904535789635,10.214422222061428,10.963216669957218,19.101899181015014,10.69992882624556,627.3934423755823,873.3056630946463,711.0818957364734,712.9232127877812,2698.130930426571,677.9720492275837,12.432881384793415,17.170116835740384,14.01405888192714,13.832035748813734,54.40407829765012,13.436864031057404
1,2017-02,2017,2,29313,42660,31609,39482,123000,35021,35497,1.013591844893064,29711.41774935039,43239.82810313811,32038.624625224864,40018.63322006795,124671.79692184688,58.539361111111106,507.54598590436257,738.6453709507763,547.300551579538,683.6192343150152,2129.708875455825,606.3783294905566,0.942450155654948,538.5388106298817,783.7500652089773,580.7209519735247,725.3638085930811,2259.757571980877,643.4062595800187,52.31,9.702656966246655,14.120538538535198,10.462637193262053,13.068614687727303,40.71322644725339,11.592015474872042,633.4246213751838,879.8733801410754,726.4194654996106,715.5291298261548,2700.8962105555065,681.624679009039,12.295613006610495,16.96363174045949,14.011929277629275,13.625219391768336,53.35279704245264,13.240823017204276
2,2017-03,2017,3,28905,42439,31497,31248,123000,33682,37899,1.1252004037764978,32523.917671159666,47752.37993587079,35440.43711774835,35160.262217208,138399.64966450923,58.006631818181816,560.6930906297725,823.2227667613535,610.9721596805379,606.1421102231149,2385.928045233075,653.3563286141499,0.9420098414096235,595.2093767839532,873.9003889062167,648.5836270736611,643.4562396037007,2532.80585865512,693.5769669205022,50.6,11.080891119165464,16.26922463955244,12.074548610287309,11.979093087413336,47.15272816666156,12.912180407394267,639.0806037492142,886.1591648154614,740.9330289510323,717.9372300595323,2702.5852445743835,685.1512554318325,12.150304155218395,16.74906911639276,13.991780033895434,13.413193752976486,52.27925202020464,13.040266514878507
3,2017-04,2017,4,31276,40788,31332,33954,123000,32589,39225,1.2036269907023842,37644.63776120777,49093.53769676885,37712.0408726871,40867.95084230875,148046.11985639326,56.43561428571428,667.0369098956875,869.903487684656,668.2312463502903,724.1517853497305,2623.274712788386,695.0398342687863,0.9431724255135069,707.2268991881539,922.3164971251573,708.4931962323583,767.7830328377853,2781.3310078060786,736.9170423853034,49.36,13.513713733705176,17.623652505766938,13.537910177274926,14.67082223155856,53.14575998355725,14.081033919545915,644.4021239764837,892.2048132299237,754.659480000478,720.1582617331791,2703.276158035094,688.5813124858324,11.998349297050213,16.528209675124625,13.955147983941952,13.197178225823826,51.1877911938055,12.836607887914408
4,2017-05,2017,5,30648,41852,33726,38347,123000,30967,39679,1.2813317402396098,39270.25517486356,53626.29599250815,43214.19427132108,49135.22824296832,157603.804049472,56.950068421052634,689.5558910399235,941.6370775190186,758.8084697602604,862.7773346942035,2767.403243210343,696.733140101583,0.9424424308436266,731.6689788920773,999.1454615175942,805.1510043759529,915.4695358122715,2936.4162230398565,739.2845624298801,48.15,14.320994621805266,19.556325597487405,15.759262092632616,17.91853239240298,57.47462602721377,14.470054830770156,649.4517125091222,898.066350483135,767.6928449228512,722.2205293152459,2703.1497161810616,691.9433740399319,11.841797968355472,16.303377871151724,13.90489746422262,12.978948151302896,50.08627097625257,12.631512577114718
5,2017-06,2017,6,32103,42041,43552,33165,123000,31165,41454,1.330145997112145,42701.67694529119,55920.66786459169,57930.51846622814,44114.29199422429,163607.95764479385,57.89317619047618,737.5943030798145,965.9284831878168,1000.6450203324325,761.9946753151434,2826.0318125663393,716.0429385254469,0.9430565533436847,782.1315704393477,1024.252978003321,1061.0657619466863,808.0052809276692,2996.6726836756616,759.278895827252,46.08,16.00682081336403,20.961989652513388,21.715386725964247,16.53634278027655,61.328815376873685,15.539126270083482,654.2778434425308,903.7922861765638,780.1699716534587,724.1371458343202,2702.3736724961664,695.2493181638137,11.682373044226205,16.07668210543565,13.844651563127375,12.759961219048773,48.98263633657045,12.426315765940858
6,2017-07,2017,7,31357,41293,43720,31262,123000,30777,38073,1.2370601423140657,38790.49488254216,51081.924456574714,54084.26942197095,38672.97416902232,152158.3975046301,59.69267619047619,649.8367531514876,855.7486063043141,906.0453119808349,647.8679904653444,2549.029583111681,637.8169388571398,0.9433655457965439,688.8493607245206,907.1230236437677,960.4392655826781,686.7624044063514,2702.059232997928,676.1079432030668,51.74,12.559658932189556,16.539400972251915,17.511505836506277,12.521607855920843,49.26613032685893,12.327347098127943,658.8980807512302,909.4002639255559,792.2411693340313,725.8760632027722,2701.0202949666955,698.4871186027874,11.521053719718978,15.849427424313847,13.778015864262485,12.54075031641382,47.88212986556947,12.221686286557643
7,2017-08,2017,8,29287,40862,41361,32359,123000,31293,37099,1.1855367014987377,34720.81337679353,48443.400696641416,49034.983510689286,38362.78212379765,145821.01428434474,59.61272608695652,582.4396174425341,812.6352186272691,822.5589857971337,643.533430560418,2446.1390017902722,622.333559211569,0.9469962071176411,615.0390181765324,858.118768078993,868.5979728480062,679.5522787985936,2583.050474125499,657.1658413561727,51.69,11.267936108387195,15.721323633725461,15.913309843241125,12.449863233902457,47.32325404895091,12.039728365478217,663.2887916359693,914.8668358816382,804.0316598221857,727.360935560217,2699.034347490141,701.6152416226441,11.358050176027284,15.62197612930264,13.708056214399452,12.320668634216824,46.785811961550564,12.017444344808117
8,2017-09,2017,9,30053,42044,36675,26171,123000,31901,38047,1.1926585373499263,35842.96702297733,50144.1355443403,43740.75185730855,31213.066580984923,146697.00009404094,57.744690909090906,620.7145013453431,868.376551244921,757.485253946044,540.5356940973938,2540.4413424775303,658.8830834664691,0.9518319390048898,652.1261536929309,912.3212992335403,795.8182772664373,567.8898468804343,2669.001993286211,692.2262812018165,56.27,11.031002334198385,15.43231830895541,13.46161816147226,9.606107945573019,45.1473492531994,11.709313727856212,667.3913304514987,920.1456562369744,815.6306612751956,728.4969469862676,2696.2915264293392,704.5766737608177,11.192651947757835,15.393785564186103,13.636853916926649,12.098192290168628,45.69169129609128,11.81269783618135
9,2017-10,2017,10,31400,42258,43816,31213,123000,31809,38333,1.205099185765035,37840.1144330221,50925.08139205885,52802.62592348077,37614.76088528404,148227.1998490993,57.69805238095238,655.8300128257725,882.6135249041878,915.154389871785,651.9242735774153,2569.015655336625,664.3725120374204,0.9525696584860914,688.4850960590913,926.5606111230919,960.7217506027117,684.3848822704593,2696.9320641805175,697.4529433294152,61.15,10.724938885131195,14.433581764581975,14.965730006079886,10.661067433808919,42.01170327615086,10.864636337488477,671.1268184933713,925.1814028199823,827.1099371927188,729.185362932769,2692.6321515331174,707.3050294610239,11.023106195455405,15.163132277828746,13.565385847788125,11.870752576185373,44.594200740097584,11.605576761328303
10,2017-11,2017,11,31414,45180,47362,35440,123000,32441,38848,1.1974969945439413,37618.17058660337,54102.91421349527,56715.85265559015,42439.29348663728,147292.13032890478,58.92655238095238,638.3908283553884,918.14151732019,962.4838101664195,720.2066262467359,2499.5884601678476,659.2613759049199,0.9551111214108595,668.3942988878382,961.2928765439783,1007.7191947515691,754.0553241416243,2617.0656001529287,690.2457328013102,63.33,10.080385731176195,14.49773436475904,15.197912682242531,11.37228211348075,39.46926354283669,10.409938037342807,674.3735242796735,929.8884983032119,838.5359582900913,729.3499426719815,2687.8198609662145,709.7104398645974,10.845786058321703,14.926083724617744,13.493162336630151,11.634639464087186,43.4822656855753,11.392498129498632
11,2017-12,2017,12,34692,44498,51943,33322,123000,31979,51197,1.6009568779511554,55540.396009881486,71239.3791550705,83158.50311141687,53347.0850870884,196917.6959879921,58.573854545454545,948.2113895506222,1216.2317079506395,1419.7205179127168,910.766168644236,3361.8701981646063,874.0589192447638,0.957123434760106,990.6887190451904,1270.7156295420523,1483.3201929368247,951.5660525776501,3512.472974822968,913.2144167631195,66.73,14.209671655186906,18.226160766531386,21.27559595253584,13.648526429555462,50.380191790268334,13.098440270414564,676.8565826495458,934.0578992296112,849.7555380498815,728.8957561554575,2681.4335128466787,711.6356011320166,10.652317058217092,14.673233586002441,13.412538271034162,11.382417539881551,42.33476011501151,11.166231525312476
12,2018-01,2018,1,33147,43983,36187,34444,123000,32837,39017,1.1882023327344156,39385.342723147674,52260.7032006578,42997.4778146603,40926.44114870421,146148.8869263331,56.4981,697.1091545228543,924.9993044130298,761.0428990472299,724.3861501307869,2586.7929527954584,690.5895950483291,0.9611944103265277,725.2530258535721,962.3436158963907,791.7679200700883,753.6312553926581,2691.2276278393024,718.4702570354406,66.67,10.456114512117209,13.874295851402877,11.415072732071843,10.865248989512327,38.799954294217166,10.358326009424465,677.7069572217019,936.9264518169203,859.1900165871975,727.4087894576871,2672.3035269055536,712.6812526850356,10.4200227078872,14.378208694767835,13.280967404992062,11.093638736865541,41.103193310579265,10.909962718413492
13,2018-02,2018,2,34081,44014,38075,37933,123000,33658,40443,1.2015865470319091,40951.271109394496,52886.63028106245,45750.40777823994,45579.78248856141,147795.14528492483,56.80670526315789,720.8879817917117,930.9927417206185,805.3698514339198,802.3662396439365,2601.720071605309,711.940603008874,0.9637822221192247,747.9780859690253,965.9783303260081,835.6346827637287,832.5181988516487,2699.4895858158534,738.6944754421952,63.83,11.293874068489922,14.585504335275239,12.617418947734919,12.57036251987994,40.76014525466566,11.153698934809244,672.5937679233432,935.0512788236799,859.2176416339746,722.8604716629527,2651.5059801991238,711.2175550891963,10.127957992918573,14.049645709011735,13.032942756122676,10.80133106214607,39.92571256311969,10.649316989508948
14,2018-03,2018,3,32660,42915,37517,36030,123000,33427,42364,1.2673587219912048,41391.93586023275,54388.699554252555,47547.49717294403,45662.93475334311,155885.12280491818,57.06360476190476,725.3648982208305,953.124145962858,833.2368305741243,800.2111844120185,2731.7783980759996,742.3996464429792,0.9639676175909403,752.4784909617566,988.7512075818674,864.3825947768594,830.1224748729974,2833.890213971098,770.149985222861,67.67,10.719150261871293,14.084884675082874,12.31323822335044,11.825198528328928,40.36912070453671,10.970882908866251,666.4360664902721,932.1474461091422,858.5780400409429,718.8119358566915,2628.9832749459715,709.5846056624582,9.84512420390978,13.7439524889496,12.810065124427462,10.551656486009941,38.858507982564994,10.417137650183916
