year,month,appraiser,estimator,lawyer,auditor,actuary,all,official,avg_rate,appraiser_usd,estimator_usd,lawyer_usd,auditor_usd,actuary_usd,price_index,appraiser_real,estimator_real,lawyer_real,auditor_real,actuary_real,oil_price,appraiser_barrels,estimator_barrels,lawyer_barrels,auditor_barrels,actuary_barrels,appraiser_real_smoothed,estimator_real_smoothed,lawyer_real_smoothed,auditor_real_smoothed,actuary_real_smoothed,appraiser_barrels_smoothed,estimator_barrels_smoothed,lawyer_barrels_smoothed,auditor_barrels_smoothed,actuary_barrels_smoothed
2022,2,40114,60989,51285,46687,250000,53557,57344,77.16937368421053,519.817617856443,790.3264868985044,664.5771185064486,604.9938955193637,3239.6271741564233,,,,,,,94.28,5.513551313708559,8.382758664600175,7.048972406729408,6.416990830710264,34.361764681336695,,,,,,7.413207808884049,11.706359738949647,10.95745960073509,7.720592675534903,44.970889376242
2022,3,41293,61055,56491,42952,250000,56013,66757,103.47004545454546,399.0816841589199,590.0741584850424,545.964774170478,415.11531005240425,2416.158211796914,,,,,,,82.91,4.813432446736461,7.117044487818628,6.585029238577711,5.0068183578869165,29.14193959470407,,,,,,7.587531458482626,11.906617343291419,11.270068321294298,7.99356106712142,46.13195818594418
2022,4,40619,60997,62169,42065,250000,56124,62269,77.89918636363636,521.4303498676991,783.0248664634787,798.0699530004428,539.9928030523834,3209.276138430901,,,,,,,79.41,6.566305879205379,9.860532256182832,10.049993111704355,6.800060484225958,40.41400501738951,,,,,,7.77760055017285,12.13343027249337,11.604365659220768,8.319705985076933,47.26157146847352
2022,5,40148,64140,58393,42916,250000,56123,62457,63.312741176470595,634.1219674582738,1013.0662297691961,922.2946110837646,677.8414455374933,3948.652283166495,,,,,,,98.03,6.468652121373802,10.334246962860309,9.408289412259151,6.9146327199581075,40.28003961202178,,,,,,7.974422738103507,12.368913389853589,11.941135980786779,8.677622241433708,48.319290643862416
2022,6,39941,65037,63401,44040,250000,56538,66572,57.178557142857144,698.5310926998358,1137.4368863052807,1108.824761730109,770.2188058010757,4372.268425301293,,,,,,,90.99,7.677009481259873,12.500680144029902,12.186226637323982,8.464873126729044,48.052186232567244,,,,,,8.175327646158383,12.607564505622328,12.276818758005469,9.040569089344459,49.30891716701388
2022,7,40651,65534,58596,47117,250000,57741,62200,58.221399999999996,698.214058748158,1125.59986534161,1006.434060328333,809.2728790444751,4293.9537695761355,,,,,,,82.81,8.43151864204997,13.59255965875631,12.153532910618681,9.772646770250876,51.85308259360144,,,,,,8.380098865002568,12.849647956411065,12.624063112803707,9.38253189457461,50.24973228190613
2022,8,43712,64575,66958,44064,250000,55943,59907,60.391918181818184,723.8054580150775,1069.2655895709104,1108.7245117536045,729.6340524793278,4139.62675017774,,,,,,,78.14,9.262931379768077,13.683972223840675,14.188949472147485,9.337523067306472,52.97705080851984,,,,,,8.587062533318123,13.092336638899223,12.998203584879544,9.688588575000857,51.13321783581086
2022,9,43675,60605,68361,51632,257000,57367,61879,59.82150000000001,730.0886804911277,1013.0972977942712,1142.749680298889,863.10105898381,4296.11427329639,,,,,,,70.4,10.370577847885336,14.390586616395897,16.232239776972854,12.259958224201846,61.02435047296008,,,,,,8.791072799835778,13.328058267424995,13.396738228386297,9.955980083966862,51.93008612600751
2022,10,42572,64798,68264,49187,257000,56782,62470,61.11584285714286,696.5787921719619,1060.248815539763,1116.9607880491124,804.8158660754085,4205.128948327403,,,,,,,75.04,9.282766420202051,14.129115345679143,14.884871908970046,10.725158130002777,56.03849877835025,,,,,,8.980199640297963,13.53936711201239,13.792719469702186,10.18708466370403,52.59662299665382
2022,11,42543,65261,68748,53790,257000,58256,63060,60.85299523809524,699.1110270504352,1072.4369399510717,1129.7389673427665,883.9334824775616,4223.292526431183,,,,,,,66.54,10.50662799895454,16.117176735062692,16.978343362530303,13.284242297528728,63.46998086010194,,,,,,9.13630900518602,13.700961355444802,14.144627361302422,10.380936673646751,53.0575143234667
2022,12,43235,64828,63072,54511,257000,57819,88468,65.81498695652174,656.917246349401,985.0036138854855,958.3227607667264,828.2460047589267,3904.8856785427556,,,,,,,56.28,11.672303595405134,17.50184104274139,17.027767604241763,14.716524604813907,69.38318547517333,,,,,,9.245867543285943,13.796513886897406,14.411194482705785,10.53891879800307,53.24971556330858
2023,1,42599,64878,59981,55354,257000,57340,63260,68.875975,618.48852230404,941.9539977474003,870.8551857160643,803.6764633821881,3731.344637952494,,,,,,,56.05,11.034585589724175,16.805602100756474,15.537113036861093,14.33856312903101,66.5717152177073,,,,,,9.306293197545429,13.830230617866683,14.551681999608116,10.6638667880703,53.15409347611175
2023,2,41821,64655,66443,57665,257000,55077,65094,72.78275000000001,574.6004376036904,888.3286218231655,912.8948823725401,792.2893817559792,3531.056465989537,,,,,,,60.27,9.533771986123948,14.739150851554097,15.146754311805875,13.145667525402011,58.58729825766612,,,,,,9.32421662184428,13.822947507591294,14.565261762396766,10.757468416797517,52.80322609297348
2023,3,46303,66577,67975,58604,257000,56201,71334,76.10358636363637,608.4207356372943,874.8207959856628,893.190495323091,770.0556938273545,3376.976201515769,,,,,,,58.5,10.400354455338364,14.95420164078056,15.268213595266513,13.163345193629992,57.72608891479947,,,,,,9.309408262472717,13.791958125740246,14.49102706236731,10.820306691363848,52.25412681091983
2023,4,48022,62162,68699,56030,257000,57391,71204,80.99554285714287,592.896822541205,767.4743301571443,848.1824749439475,691.7664605177569,3173.0141058908353,,,,,,,62.2,9.532103256289469,12.33881559738174,13.636374195240313,11.121647275205094,51.013088519145256,,,,,,9.267296109786162,13.738703191227772,14.367464414279915,10.848984992949436,51.53393412547059
